,Destination_Port,Flow_Duration,Total_Length_of_Fwd_Packets,Fwd_Packet_Length_Mean,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Max,Fwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,Average_Packet_Size,Avg_Fwd_Segment_Size,Subflow_Fwd_Bytes,Init_Win_bytes_forward,Active_Min,Idle_Mean,Idle_Max,Idle_Min,Label
4700,53,251416,49,49.0,251416.0,0.0,251416,0,0.0,0.0,0,0,0.0,0,32,3.977471601,3.977471601,90,62.66666667,23.67136104,560.3333332999998,94.0,49.0,49,-1,0,0.0,0,0,-1
4701,42077,5949232,6,6.0,1189846.4,2651204.877,5932459,0,0.0,0.0,0,5945019,1486254.75,5932459,20,0.168088923,0.840444615,6,6.0,0.0,0.0,7.0,6.0,6,229,16773,5932459.0,5932459,5932459,-1
4702,53,337089,78,39.0,112363.0,194616.692840054,337087,1,1.0,0.0,1,1,1.0,1,64,5.933151185599999,5.933151185599999,55,45.4,8.7635609201,76.8,56.75,39.0,78,-1,0,0.0,0,0,-1
4703,54336,272,31,10.33333333,90.66666667,119.24903909999998,226,227,113.5,159.09902580000005,226,0,0.0,0,60,11029.41176,3676.470588,31,6.2,13.86362146,192.2,7.75,10.33333333,31,980,0,0.0,0,0,-1
4704,53,174,88,44.0,58.0,60.62177826,123,3,3.0,0.0,3,48,48.0,48,40,11494.25287,11494.25287,82,59.2,20.81345719,433.2,74.0,44.0,88,-1,0,0.0,0,0,-1
4705,53,202090,55,55.0,202090.0,0.0,202090,0,0.0,0.0,0,0,0.0,0,32,4.9482903657,4.9482903657,342,150.6666666667,165.6995272574,27456.3333333333,226.0,55.0,55,-1,0,0.0,0,0,-1
4706,443,60924524,1749,109.3125,2175875.857,4170099.184,10000000,60900000,4061634.933,5070180.581,10100000,60900000,5072789.6669999985,10100000,520,0.262620025,0.21337877,1627,172.06666669999996,456.7578347,208627.7195,178.0,109.3125,1749,29200,50342,10000000.0,10000000,9960018,-1
4707,53,30251,55,55.0,30251.0,0.0,30251,0,0.0,0.0,0,0,0.0,0,32,33.05675845,33.05675845,111,73.66666667,32.33161507,1045.333333,110.5,55.0,55,-1,0,0.0,0,0,-1
4708,80,85373197,372,46.5,6567169.0,23600000.0,85200000,85200000,12200000.0,32200000.0,85200000,149602,29920.4,135243,240,0.093706225,0.070279669,7240,797.8,1876.967318,3523006.314,854.7857142999999,46.5,372,251,5000,85200000.0,85200000,85200000,1
4709,80,142530,12,6.0,142530.0,0.0,142530,142530,142530.0,0.0,142530,0,0.0,0,40,14.03213359,0.0,6,6.0,0.0,0.0,9.0,6.0,12,64240,0,0.0,0,0,-1
4710,53,135,62,31.0,45.0,71.01408311,127,4,4.0,0.0,4,4,4.0,4,64,14814.81481,14814.81481,47,37.4,8.76356092,76.8,46.75,31.0,62,-1,0,0.0,0,0,-1
4711,21133,4,83,27.66666667,2.0,1.4142135619999998,3,4,2.0,1.4142135619999998,3,0,0.0,0,60,750000.0,0.0,46,32.25,18.87458609,356.25,43.0,27.66666667,83,123,0,0.0,0,0,-1
4712,51536,341,12,6.0,341.0,0.0,341,341,341.0,0.0,341,0,0.0,0,40,5865.102639,0.0,6,6.0,0.0,0.0,9.0,6.0,12,8760,0,0.0,0,0,-1
4713,50337,60,0,0.0,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0,32,16666.6666666667,16666.6666666667,0,0.0,0.0,0.0,0.0,0.0,0,362,0,0.0,0,0,-1
4714,443,56,0,0.0,56.0,0.0,56,56,56.0,0.0,56,0,0.0,0,64,35714.285714285696,0.0,0,0.0,0.0,0.0,0.0,0.0,0,282,0,0.0,0,0,-1
4715,443,5094607,390,48.75,424550.5833,1373571.7659999998,4782883,5094607,727801.0,1789839.6409999996,4782883,87544,21886.0,52555,172,1.570287954,0.981429971,1992,293.2857143,621.5795547,386361.1429,315.8461538,48.75,390,8192,0,0.0,0,0,-1
4716,443,4006352,135,27.0,801270.4,1744864.57232798,3922374,4006352,1001588.0,1947511.63598013,3922374,0,0.0,0,100,1.2480181472,0.24960362940000005,46,32.4285714286,18.8667003197,355.9523809524,37.8333333333,27.0,135,252,0,0.0,0,0,-1
4717,443,826842,525,40.38461538,37583.72727,106189.2002,505078,826842,68903.5,139520.2692,505078,782808,86978.66667,542486,436,15.72247177,12.09420905,2836,190.0833333,584.9270424,342139.6449,198.3478261,40.38461538,525,29200,0,0.0,0,0,-1
4718,443,5299111,135,27.0,1059822.2,2300343.2090000003,5174589,5299111,1324777.75,2566709.327,5174589,0,0.0,0,100,0.943554494,0.188710899,46,32.42857143,18.86670032,355.952381,37.83333333,27.0,135,258,59931,5174589.0,5174589,5174589,-1
4719,53,50829,61,61.0,50829.0,0.0,50829,0,0.0,0.0,0,0,0.0,0,20,19.67380826,19.67380826,77,66.33333333,9.237604307,85.33333333,99.5,61.0,61,-1,0,0.0,0,0,-1
4720,443,325,0,0.0,325.0,0.0,325,325,325.0,0.0,325,0,0.0,0,64,6153.846154,0.0,0,0.0,0.0,0.0,0.0,0.0,0,246,0,0.0,0,0,-1
4721,53,31898,88,44.0,10632.6666666667,18410.256715573898,31891,4,4.0,0.0,4,3,3.0,3,64,62.6998557903,62.6998557903,109,70.0,35.6019662378,1267.5,87.5,44.0,88,-1,0,0.0,0,0,-1
4722,56582,67,6,6.0,67.0,0.0,67,0,0.0,0.0,0,0,0.0,0,20,14925.373130000002,14925.373130000002,6,6.0,0.0,0.0,9.0,6.0,6,343,0,0.0,0,0,-1
4723,56113,4,12,6.0,4.0,0.0,4,4,4.0,0.0,4,0,0.0,0,40,500000.0,0.0,6,6.0,0.0,0.0,9.0,6.0,12,123,0,0.0,0,0,-1
4724,53,203,90,45.0,67.6666666667,34.0636658822,107,48,48.0,0.0,48,48,48.0,48,64,9852.2167487685,9852.2167487685,98,66.2,29.029295547800004,842.7,82.75,45.0,90,-1,0,0.0,0,0,-1
4725,53,23769,66,33.0,7923.0,13716.976380000002,23762,4,4.0,0.0,4,3,3.0,3,40,84.14321175,84.14321175,218,107.0,101.3286731,10267.5,133.75,33.0,66,-1,0,0.0,0,0,-1
4726,53,31257,66,33.0,10419.0,18041.04121,31251,3,3.0,0.0,3,3,3.0,3,64,63.98566721,63.98566721,165,85.8,72.29937759,5227.2,107.25,33.0,66,-1,0,0.0,0,0,-1
4727,56376,60,0,0.0,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0,20,16666.66667,16666.66667,0,0.0,0.0,0.0,0.0,0.0,0,913,0,0.0,0,0,-1
4728,139,62,4,1.333333333,20.66666667,28.86751346,54,62,31.0,38.18376618,58,0,0.0,0,96,48387.09677,16129.03226,4,2.4,2.19089023,4.8,3.0,1.333333333,4,302,0,0.0,0,0,-1
4729,53,273,84,42.0,91.0,115.4686105,222,4,4.0,0.0,4,47,47.0,47,40,7326.007326000001,7326.007326000001,155,87.2,61.892649,3830.7,109.0,42.0,84,-1,0,0.0,0,0,-1
4730,53,198,94,47.0,66.0,108.2543302,191,3,3.0,0.0,3,4,4.0,4,64,10101.0101,10101.0101,98,67.4,27.93385043,780.3,84.25,47.0,94,-1,0,0.0,0,0,-1
4731,80,46147688,531,15.61764706,501605.3043,2127698.387,10000000,40300000,1220048.848,3318651.57,10100000,46100000,795386.6379,10100000,692,0.7367649709999999,1.27850392,2920,838.0106383,778.2475003999997,605669.1719,847.0215053999997,15.61764706,531,8192,14979,10000000.0,10000000,9989952,-1
4732,59941,84,0,0.0,84.0,0.0,84,0,0.0,0.0,0,0,0.0,0,32,11904.7619,11904.7619,0,0.0,0.0,0.0,0.0,0.0,0,152,0,0.0,0,0,-1
4733,53,60952,120,30.0,12190.4,16688.5089297996,30746,30202,10067.3333333333,17431.0706594097,30195,4,4.0,4,80,65.6254101588,32.8127050794,132,59.1428571429,49.7709037204,2477.1428571429,69.0,30.0,120,-1,0,0.0,0,0,-1
4734,43606,317,38,19.0,158.5,137.88582230000003,256,317,317.0,0.0,317,0,0.0,0,64,6309.148265,3154.574132,38,19.0,21.93931023,481.33333330000005,25.33333333,19.0,38,349,0,0.0,0,0,-1
4735,53,60233,40,40.0,60233.0,0.0,60233,0,0.0,0.0,0,0,0.0,0,20,16.60219481,16.60219481,125,68.33333333,49.07477288,2408.333333,102.5,40.0,40,-1,0,0.0,0,0,-1
4736,443,6018429,599,85.5714285714,601842.9,1853039.54763533,5875329,6018429,1003071.5,2419576.89288138,5941935,112133,37377.6666666667,75874,232,1.1630942228,0.6646252700999999,517,62.9166666667,150.0560248909,22516.8106060606,68.6363636364,85.5714285714,599,29200,143097,5875329.0,5875329,5875329,-1
4737,443,434494,857,107.125,28966.26667,60781.59342000001,237592,434336,62048.0,82947.23945,237592,404566,57795.14286,330823,172,18.41222203,18.41222203,3318,611.3529412,933.7805511,871946.1176,649.5625,107.125,857,8192,0,0.0,0,0,-1
4738,80,5223248,12,4.0,1741082.667,2824210.417,4999648,5223248,2611624.0,3377175.928000001,4999648,0,0.0,0,80,0.5743552670000001,0.19145175600000008,6,2.8,3.033150178,9.2,3.5,4.0,12,29200,0,0.0,0,0,-1
4739,53,204,78,39.0,68.0,34.64101615,108,48,48.0,0.0,48,48,48.0,48,80,9803.921569,9803.921569,92,60.2,29.02929555,842.7,75.25,39.0,78,-1,0,0.0,0,0,-1
4740,53,31279,70,35.0,10426.33333,18052.01087,31271,4,4.0,0.0,4,4,4.0,4,64,63.94066306,63.94066306,51,41.4,8.76356092,76.8,51.75,35.0,70,-1,0,0.0,0,0,-1
4741,50320,13,0,0.0,13.0,0.0,13,0,0.0,0.0,0,0,0.0,0,32,76923.07692,76923.07692,0,0.0,0.0,0.0,0.0,0.0,0,357,0,0.0,0,0,-1
4742,80,42310798,884,98.22222222,2644424.875,4385500.66,10000000,32500000,4066832.75,4995669.685,10000000,42300000,6039117.286,10000000,192,0.212711658,0.189077029,1770,246.4444444,570.4700046,325436.0261,260.94117650000004,98.22222222,884,8192,37042,10000000.0,10000000,9999925,-1
4743,52214,4,31,10.3333333333,2.0,1.4142135624,3,4,2.0,1.4142135624,3,0,0.0,0,96,750000.0,0.0,31,7.75,15.5,240.25,10.3333333333,10.3333333333,31,59,0,0.0,0,0,-1
4744,53,202,136,68.0,67.33333333,75.19530127,150,3,3.0,0.0,3,49,49.0,49,64,9900.990099,9900.990099,196,119.2,70.10848736,4915.2,149.0,68.0,136,-1,0,0.0,0,0,-1
4745,80,396850,428,142.66666669999995,79370.0,108585.722,199440,197407,98703.5,139367.211,197251,199657,99828.5,199654,72,7.559531309,7.559531309,1456,331.0,535.9853853999998,287280.3333,386.1666667,142.66666669999995,428,8192,0,0.0,0,0,-1
4746,51061,54,6,6.0,54.0,0.0,54,0,0.0,0.0,0,0,0.0,0,20,18518.51852,18518.51852,6,6.0,0.0,0.0,9.0,6.0,6,78,0,0.0,0,0,-1
4747,53,26669,68,34.0,8889.666667,15391.29216,26662,3,3.0,0.0,3,4,4.0,4,64,74.99343807,74.99343807,72,49.2,20.81345719,433.2,61.5,34.0,68,-1,0,0.0,0,0,-1
4748,19283,1,4,2.0,1.0,0.0,1,1,1.0,0.0,1,0,0.0,0,48,2000000.0,0.0,2,2.0,0.0,0.0,3.0,2.0,4,1024,0,0.0,0,0,-1
4749,53,1064,46,46.0,1064.0,0.0,1064,0,0.0,0.0,0,0,0.0,0,20,939.8496241,939.8496241,74,55.33333333,16.16580754,261.3333333,83.0,46.0,46,-1,0,0.0,0,0,-1
4750,80,73039990,914,76.16666667,3319999.545,4613087.879,9993821,64500000,5864070.272999999,4925278.532,10000000,73000000,7300322.4,10000000,252,0.16429356,0.15060243,1963,202.1666667,555.4481674,308522.6667,210.9565217,76.16666667,914,8192,36772,9992002.667,9993821,9983783,-1
4751,443,111248072,2763,131.5714286,2713367.61,4482591.669,10200000,103000000,5146899.6,5197382.7930000005,10200000,111000000,5560778.5,10200000,680,0.188767316,0.188767316,1448,222.5348837,486.1360455,236328.2547,227.8333333,131.5714286,2763,29200,32375,10000000.0,10200000,8277702,-1
4752,443,554373,971,42.2173913,11313.73469,33702.93306,222541,554373,25198.77273,55089.07357000001,259861,480240,18470.76923,307918,472,41.48831202,48.70367063,2920,792.8431373,955.1185135,912251.3749,808.7,42.2173913,971,8192,0,0.0,0,0,-1
4753,53,31587,84,42.0,10529.0,18232.43283,31582,3,3.0,0.0,3,2,2.0,2,64,63.31718745,63.31718745,142,82.0,54.77225575,3000.0,102.5,42.0,84,-1,0,0.0,0,0,-1
4754,2399,77,4,2.0,25.66666667,23.00724524,49,3,3.0,0.0,3,49,49.0,49,48,25974.02597,25974.02597,6,3.6,2.19089023,4.8,4.5,2.0,4,1024,0,0.0,0,0,-1
4755,53,249,66,33.0,83.0,138.5640646,243,3,3.0,0.0,3,3,3.0,3,64,8032.128514,8032.128514,289,135.4,140.2169747,19660.8,169.25,33.0,66,-1,0,0.0,0,0,-1
4756,53,31564,98,49.0,10521.3333333333,18219.1538314306,31559,4,4.0,0.0,4,1,1.0,1,40,63.363325307299995,63.363325307299995,187,104.2,75.5857129357,5713.2,130.25,49.0,98,-1,0,0.0,0,0,-1
4757,443,3311,77,25.6666666667,1655.5,2322.8457761978,3298,3311,1655.5,2322.8457761978,3298,0,0.0,0,96,906.0706735125,0.0,46,30.75,21.6852484422,470.25,41.0,25.6666666667,77,2754,0,0.0,0,0,-1
4758,53,167,84,42.0,55.66666667,90.35670054,160,4,4.0,0.0,4,3,3.0,3,40,11976.0479,11976.0479,81,57.6,21.36117974,456.3,72.0,42.0,84,-1,0,0.0,0,0,-1
4759,55230,89,0,0.0,89.0,0.0,89,0,0.0,0.0,0,0,0.0,0,20,11235.95506,11235.95506,0,0.0,0.0,0.0,0.0,0.0,0,31,0,0.0,0,0,-1
4760,53,168,94,47.0,56.0,59.4053869611,119,48,48.0,0.0,48,1,1.0,1,64,11904.7619047619,11904.7619047619,79,59.8,17.5271218402,307.2,74.75,47.0,94,-1,0,0.0,0,0,-1
4761,443,1300,0,0.0,1300.0,0.0,1300,1300,1300.0,0.0,1300,0,0.0,0,76,1538.461538,0.0,0,0.0,0.0,0.0,0.0,0.0,0,319,0,0.0,0,0,-1
4762,53,247,60,30.0,82.33333333,57.73502692,149,49,49.0,0.0,49,49,49.0,49,40,8097.165992,8097.165992,126,68.4,52.58136552,2764.8,85.5,30.0,60,-1,0,0.0,0,0,-1
4763,38580,39,0,0.0,39.0,0.0,39,0,0.0,0.0,0,0,0.0,0,32,25641.0256410256,25641.0256410256,0,0.0,0.0,0.0,0.0,0.0,0,115,0,0.0,0,0,-1
4764,443,21779,18,6.0,10889.5,15374.62274,21761,21779,10889.5,15374.62274,21761,0,0.0,0,60,137.74737130000003,0.0,6,6.0,0.0,0.0,8.0,6.0,18,254,0,0.0,0,0,-1
4765,80,115892216,334,41.75,8914785.846,27700000.0,99800000,116000000,16600000.0,37200000.0,99800000,19475,3895.0,9989,272,0.069029658,0.051772243,5792,795.2666667000003,1621.642486,2629724.352,852.0714286,41.75,334,251,6,57900000.0,99800000,16000000,1
4766,443,100984278,997,52.47368421,2885265.086,4570021.962,10000000,101000000,5610237.667,5097110.279,10100000,101000000,6284627.125,10100000,616,0.1881481,0.168343037,1418,110.5675676,334.7779978000001,112076.3078,113.6388889,52.47368421,997,29200,37257,10000000.0,10000000,9959992,-1
4767,51540,158,6,6.0,158.0,0.0,158,0,0.0,0.0,0,0,0.0,0,20,6329.113924050601,6329.113924050601,6,6.0,0.0,0.0,9.0,6.0,6,512,0,0.0,0,0,-1
4768,80,22434,0,0.0,22434.0,0.0,22434,0,0.0,0.0,0,0,0.0,0,32,44.57519836,44.57519836,0,0.0,0.0,0.0,0.0,0.0,0,245,0,0.0,0,0,-1
4769,53,149,48,24.0,49.66666667,79.96457549,142,4,4.0,0.0,4,3,3.0,3,64,13422.81879,13422.81879,56,36.8,17.52712184,307.2,46.0,24.0,48,-1,0,0.0,0,0,-1
4770,53,203,132,66.0,67.66666667,111.1410515,196,4,4.0,0.0,4,3,3.0,3,40,9852.216749,9852.216749,194,117.2,70.10848736,4915.2,146.5,66.0,132,-1,0,0.0,0,0,-1
4771,53,324,64,32.0,108.0,144.6547614,273,48,48.0,0.0,48,3,3.0,3,64,6172.839506,6172.839506,48,38.4,8.76356092,76.8,48.0,32.0,64,-1,0,0.0,0,0,-1
4772,47140,51,0,0.0,51.0,0.0,51,0,0.0,0.0,0,0,0.0,0,32,19607.8431372549,19607.8431372549,0,0.0,0.0,0.0,0.0,0.0,0,108,0,0.0,0,0,-1
4773,53,48031,50,50.0,48031.0,0.0,48031,0,0.0,0.0,0,0,0.0,0,32,20.8198871562,20.8198871562,135,78.3333333333,49.074772881099996,2408.3333333333,117.5,50.0,50,-1,0,0.0,0,0,-1
4774,53,31944,220,55.0,4563.428571,8979.648134000001,23813,31773,10591.0,18299.13124,31721,8082,2694.0,8076,104,125.2191335,125.2191335,111,79.88888889,29.51459149,871.1111110999999,89.875,55.0,220,-1,0,0.0,0,0,-1
4775,53,30742,184,46.0,6148.4,13582.565380000002,30445,30453,10151.0,17575.11954,30445,48,48.0,48,104,130.1151519,65.05757595,131,70.28571429,41.4757531,1720.238095,82.0,46.0,184,-1,0,0.0,0,0,-1
4776,5353,1001921,1274,49.0,40076.84,200377.741669054,1001890,1001921,40076.84,200377.741669054,1001890,0,0.0,0,676,25.9501497623,0.0,49,49.0,0.0,0.0,50.8846153846,49.0,1274,-1,0,0.0,0,0,-1
4777,53,30555,50,50.0,30555.0,0.0,30555,0,0.0,0.0,0,0,0.0,0,20,32.72786778,32.72786778,101,67.0,29.44486373,867.0,100.5,50.0,50,-1,0,0.0,0,0,-1
4778,53,62409,70,35.0,20803.0,36027.52283,62404,2,2.0,0.0,2,3,3.0,3,40,32.04665994,32.04665994,94,58.6,32.31563089,1044.3,73.25,35.0,70,-1,0,0.0,0,0,-1
4779,53,216,74,37.0,72.0,82.92767934,164,3,3.0,0.0,3,49,49.0,49,40,9259.259259,9259.259259,131,74.6,51.48592041,2650.8,93.25,37.0,74,-1,0,0.0,0,0,-1
4780,443,367,0,0.0,367.0,0.0,367,367,367.0,0.0,367,0,0.0,0,64,5449.591281,0.0,0,0.0,0.0,0.0,0.0,0.0,0,338,0,0.0,0,0,-1
4781,53,244125,60,30.0,81375.0,140942.1704,244121,1,1.0,0.0,1,3,3.0,3,64,8.192524322,8.192524322,73,47.2,23.55206997,554.7,59.0,30.0,60,-1,0,0.0,0,0,-1
4782,443,110766341,1789,39.75555556,1258708.42,3320595.509,10000000,111000000,2516588.205,4384456.905,10100000,111000000,2575116.07,10100000,1448,0.406260599,0.397232585,2836,484.7555556,683.0084197000001,466500.5014,490.2022472,39.75555556,1789,29200,36268,9993816.0,10000000,9872465,-1
4783,53,230,62,31.0,76.66666667,50.52062285,135,48,48.0,0.0,48,47,47.0,47,64,8695.652173999999,8695.652173999999,127,69.4,52.58136552,2764.8,86.75,31.0,62,-1,0,0.0,0,0,-1
4784,443,113946449,42711,1186.416667,1499295.382,3241030.9760000007,10000000,114000000,3254609.286000001,4174294.24,10000000,114000000,2847770.775,10100000,720,0.315937884,0.359818146,3938,653.3717949,1303.2630789999996,1698494.6519999998,661.8571429,1186.416667,42711,255,35080,8572764.417000001,10000000,5058920,-1
4785,53,261002,52,52.0,261002.0,0.0,261002,0,0.0,0.0,0,0,0.0,0,32,3.831388265,3.831388265,68,57.33333333,9.237604307,85.33333333,86.0,52.0,52,-1,0,0.0,0,0,-1
4786,53,46617,42,42.0,46617.0,0.0,46617,0,0.0,0.0,0,0,0.0,0,20,21.4514018491,21.4514018491,233,105.6666666667,110.2739014152,12160.333333333301,158.5,42.0,42,-1,0,0.0,0,0,-1
4787,443,117993773,2680,34.358974359,551372.7710280371,2239632.01437306,10024787,117993773,1532386.66233766,3549575.56413339,10047998,112963427,830613.433823529,10048169,2504,0.6610518336,1.1610782206,4344,1053.0277777777999,1041.6230086975,1084978.49224806,1057.9255813953998,34.358974359,2680,29200,23207,9603914.0,10024787,5007006,-1
4788,53,62248,100,50.0,20749.33333,35894.739310000004,62197,3,3.0,0.0,3,48,48.0,48,40,32.12954633,32.12954633,217,116.8,91.4696671,8366.7,146.0,50.0,100,-1,0,0.0,0,0,-1
4789,80,6717181,0,0.0,1679295.25,2658379.753,5610055,6717181,2239060.333,2953042.364,5610055,0,0.0,0,120,0.595487899,0.148871975,0,0.0,0.0,0.0,0.0,0.0,0,29200,0,0.0,0,0,-1
4790,443,111990,1647,274.5,11199.0,12858.5035,29632,73555,14711.0,14965.10424,32684,82985,20746.25,41000,200,53.57621216,44.64684347,2731,416.75,786.3395201000003,618329.8409,454.6363636,274.5,1647,29200,0,0.0,0,0,-1
4791,53,98556,58,29.0,32852.0,56746.38051,98377,3,3.0,0.0,3,176,176.0,176,64,20.29303137,20.29303137,79,49.0,27.38612788,750.0,61.25,29.0,58,-1,0,0.0,0,0,-1
4792,53,114554,132,33.0,22910.8,35512.7431663621,80883,33668,11222.666666666699,19355.090450146003,33572,3,3.0,3,104,34.9180299248,17.4590149624,93,50.1428571429,29.2770021885,857.1428571429,58.5,33.0,132,-1,0,0.0,0,0,-1
4793,443,117646721,858,53.625,3676460.031,14400000.0,58800000,118000000,7843114.732999999,20600000.0,58800000,117000000,7339284.25,59000000,332,0.136000391,0.144500415,1460,325.6764706,533.5086673999998,284631.4982,335.5454545,53.625,858,8192,115821,58600000.0,58800000,58300000,-1
4794,42068,113,0,0.0,56.5,78.48885271,112,1,1.0,0.0,1,0,0.0,0,64,17699.11504,8849.557522,0,0.0,0.0,0.0,0.0,0.0,0,357,0,0.0,0,0,-1
4795,29519,6945542,6,6.0,1389108.4,3097215.1010000007,6929564,0,0.0,0.0,0,6930764,1732691.0,6929564,20,0.143977245,0.7198862229999999,6,6.0,0.0,0.0,7.0,6.0,6,229,15978,6929564.0,6929564,6929564,-1
4796,443,240,6,6.0,120.0,166.8772004,238,0,0.0,0.0,0,238,238.0,238,20,4166.666667,8333.333333,37,12.25,16.74066904,280.25,16.33333333,6.0,6,0,0,0.0,0,0,-1
4797,443,692962,558,55.8,38497.88889,68926.89082999999,226623,692962,76995.77777999999,89843.80796,249566,553791,69223.875,226623,224,14.43080573,12.98772516,1460,257.35,495.0867308,245110.8711,270.89473680000003,55.8,558,8192,0,0.0,0,0,-1
4798,443,5548241,92,18.4,693530.125,1943670.448,5503806,5548156,1387039.0,2744531.236,5503806,5526303,1842101.0,5526111,160,0.90118652,0.720949216,46,26.1,22.92233263,525.4333333000002,29.0,18.4,92,1324,22013,5503806.0,5503806,5503806,-1
4799,53,133,102,51.0,44.33333333,71.59841711,127,4,4.0,0.0,4,2,2.0,2,64,15037.59398,15037.59398,112,75.4,33.41107601,1116.3,94.25,51.0,102,-1,0,0.0,0,0,-1
4800,80,613,12,6.0,613.0,0.0,613,613,613.0,0.0,613,0,0.0,0,40,3262.642741,0.0,6,6.0,0.0,0.0,9.0,6.0,12,256,0,0.0,0,0,-1
4801,53,23818,68,34.0,7939.333333,13680.3674,23736,3,3.0,0.0,3,79,79.0,79,40,83.97010664,83.97010664,66,46.8,17.52712184,307.2,58.5,34.0,68,-1,0,0.0,0,0,-1
4802,53,30770,48,48.0,30770.0,0.0,30770,0,0.0,0.0,0,0,0.0,0,32,32.49918752,32.49918752,120,72.0,41.56921938,1728.0,108.0,48.0,48,-1,0,0.0,0,0,-1
4803,80,5423360,0,0.0,1807786.667,3099155.617,5386320,5423360,2711680.0,3782512.162,5386320,0,0.0,0,104,0.553162615,0.184387538,0,0.0,0.0,0.0,0.0,0.0,0,29200,0,0.0,0,0,-1
4804,80,115900919,4509,187.875,2826851.683,4536344.577,10200000,116000000,5039170.391,5097963.732,10200000,113000000,6638346.235,10200000,776,0.207073423,0.155305067,916,138.9069767,295.4679754,87301.32447,142.21428569999995,187.875,4509,29200,23811,10200000.0,10200000,10000000,-1
4805,80,405306,638,127.6,57900.85714,58486.33726,153753,405306,101326.5,36286.06357,153753,247389,123694.5,242095,172,12.33635821,7.401814925,1018,184.0,377.27046,142333.0,207.0,127.6,638,65535,0,0.0,0,0,-1
4806,35295,4,600,300.0,4.0,0.0,4,4,4.0,0.0,4,0,0.0,0,40,500000.0,0.0,300,300.0,0.0,0.0,450.0,300.0,600,-1,0,0.0,0,0,-1
4807,53,60980,60,30.0,20326.66667,35200.75724,60973,3,3.0,0.0,3,4,4.0,4,64,32.79763857,32.79763857,132,70.8,55.86770087,3121.2,88.5,30.0,60,-1,0,0.0,0,0,-1
4808,443,5703601,135,27.0,1140720.2,2507099.30727907,5625320,5703601,1425900.25,2799852.85493725,5625320,0,0.0,0,100,0.8766391618000001,0.1753278324,46,32.4285714286,18.8667003197,355.9523809524,37.8333333333,27.0,135,256,77903,5625320.0,5625320,5625320,-1
4809,53,179,102,51.0,59.66666667,64.29878174,129,2,2.0,0.0,2,48,48.0,48,40,11173.18436,11173.18436,112,75.4,33.41107601,1116.3,94.25,51.0,102,-1,0,0.0,0,0,-1
4810,443,13130718,14201,747.4210526,312636.1429,1559622.9640000004,9993348,3137320,174295.5556,449622.9898,1820566,13100000,569494.0435,9993348,616,1.446988657,1.827775145,5792,745.0909091,1120.8501720000004,1256305.108,762.4186047000003,747.4210526,14201,29200,3137360,9993348.0,9993348,9993348,-1
4811,53,31201,112,56.0,10400.33333,18002.64776,31188,3,3.0,0.0,3,10,10.0,10,64,64.1005096,64.1005096,240,129.6,100.7809506,10156.8,162.0,56.0,112,-1,0,0.0,0,0,-1
4812,443,765447,1673,139.4166666667,42524.8333333333,86438.071759157,287418,765447,69586.0909090909,105144.073199068,287418,682513,113752.16666666699,324117,396,15.6771141568,9.1449832581,1368,160.65,370.07172491150004,136953.081578947,169.1052631579,139.4166666667,1673,65535,0,0.0,0,0,-1
4813,53,53732,51,51.0,53732.0,0.0,53732,0,0.0,0.0,0,0,0.0,0,20,18.61088364,18.61088364,111,71.0,34.64101615,1200.0,106.5,51.0,51,-1,0,0.0,0,0,-1
4814,53,45165737,98,49.0,15100000.0,25900000.0,44900000,45000000,45000000.0,0.0,45000000,45000000,45000000.0,45000000,64,0.044281354,0.044281354,163,85.2,50.67741114,2568.2,106.5,49.0,98,-1,131436,44900000.0,44900000,44900000,-1
4815,53,31395,88,44.0,10465.0,18041.90724,31298,49,49.0,0.0,49,48,48.0,48,40,63.70441153,63.70441153,105,68.4,33.41107601,1116.3,85.5,44.0,88,-1,0,0.0,0,0,-1
4816,53,310546,52,52.0,310546.0,0.0,310546,0,0.0,0.0,0,0,0.0,0,20,3.220134859,3.220134859,80,61.33333333,16.16580754,261.3333333,92.0,52.0,52,-1,0,0.0,0,0,-1
4817,53,30399,41,41.0,30399.0,0.0,30399,0,0.0,0.0,0,0,0.0,0,32,32.89581894,32.89581894,143,75.0,58.88972746,3468.0,112.5,41.0,41,-1,0,0.0,0,0,-1
4818,80,23963,0,0.0,23963.0,0.0,23963,0,0.0,0.0,0,0,0.0,0,32,41.73100196,41.73100196,0,0.0,0.0,0.0,0.0,0.0,0,257,0,0.0,0,0,-1
4819,80,66807,433,144.33333330000005,9543.857143,15719.5823,32568,33041,16520.5,22903.89575,32716,34278,8569.5,33080,72,44.90547398,74.84245663,1460,301.2222222000001,518.0564105000002,268382.4444,338.875,144.33333330000005,433,8192,0,0.0,0,0,-1
4820,80,24613,12,6.0,12306.5,17177.74504,24453,24613,24613.0,0.0,24613,0,0.0,0,40,81.25787186,40.62893593,6,4.5,3.0,9.0,6.0,6.0,12,0,0,0.0,0,0,1
